Region_ID,rgn_name,MPA_area_KM2
2,Pwani,623.3926125
8,Pemba,21.42420293
6,Tanga,2.593189565
7,Zanzibar,0.60870686
2,Pwani,23.69355626
3,Dar es Salaam,6.463106308
2,Pwani,9.289112565
6,Tanga,68.36446679
6,Tanga,0.068213029
