,rgn_name,rgn_id,year,C_status,habitat
1,Dar es Salaam,3,2014,0.687154554,mangrove
2,Lindi,5,2014,0.898166007,mangrove
3,Mtwara,4,2014,0.934160076,mangrove
4,Pemba,8,2014,0.829821075,mangrove
5,Pwani,2,2014,0.743430537,mangrove
6,Tanga,6,2014,0.737499854,mangrove
7,Zanzibar,7,2014,1.859362952,mangrove
