rgn_id,rgn_name,area_km2
1,EEZ,212190
2,Pwani,8258.89
3,Dar es Salaam,1269.76
4,Mtwara,1377.17
5,Lindi,5261.1
6,Tanga,3645.88
7,Zanzibar,5430.61
8,Pemba,5230.72
