rgn_id,rgn_name,habitat,year,area_km2
2,Pwani,mangrove,2012,437.2341
3,Dar es Salaam,mangrove,2012,16.969275
4,Mtwara,mangrove,2012,68.008275
5,Lindi,mangrove,2012,182.562475
6,Tanga,mangrove,2012,151.318975
7,Zanzibar,mangrove,2012,74.516675
8,Pemba,mangrove,2012,91.312375
