rgn_id,rgn_name,habitat,year,area_km2
2,Pwani,mangrove,2011,650.117875
3,Dar es Salaam,mangrove,2011,21.437175
4,Mtwara,mangrove,2011,123.292575
5,Lindi,mangrove,2011,319.5264
6,Tanga,mangrove,2011,168.485675
7,Zanzibar,mangrove,2011,110.249275
8,Pemba,mangrove,2011,228.271
