rgn_id,rgn_name,habitat,year,area_km2
2,Pwani,mangrove,2013,456.622578
3,Dar es Salaam,mangrove,2013,14.051214
4,Mtwara,mangrove,2013,81.96471
5,Lindi,mangrove,2013,200.155986
6,Tanga,mangrove,2013,95.266368
7,Zanzibar,mangrove,2013,127.893204
8,Pemba,mangrove,2013,79.97661
