rgn_id,rgn_name,habitat,year,area_km2
2,Pwani,mangrove,2000,596.3987192
3,Dar es Salaam,mangrove,2000,19.20770214
4,Mtwara,mangrove,2000,89.45315916
5,Lindi,mangrove,2000,271.5843931
6,Tanga,mangrove,2000,129.6690968
7,Zanzibar,mangrove,2000,45.05899718
8,Pemba,mangrove,2000,92.30489836
