rgn_id,rgn_name,habitat,year,area_km2
2,Pwani,mangrove,2014,443.38102
3,Dar es Salaam,mangrove,2014,13.19866
4,Mtwara,mangrove,2014,83.56357
5,Lindi,mangrove,2014,243.92787
6,Tanga,mangrove,2014,95.63094
7,Zanzibar,mangrove,2014,83.78103
8,Pemba,mangrove,2014,76.59655
