Country,Year,Sector,Site,Station,Reef.zone,benthic_name,benthic_code,cover,Latitude,Longitude,Organization,Period,Source,site.id
Tanzania,1992,NA,Zanzibar,Changuu,NA,Coral,HC,69,-6.06522,39.10053,NA,Pre,GCRMN 2015,Tanzania1992NAZanzibarChanguuNAPre
Tanzania,1992,NA,Zanzibar,Changuu,NA,Soft coral,SC,2,-6.06522,39.10053,NA,Pre,GCRMN 2015,Tanzania1992NAZanzibarChanguuNAPre
Tanzania,1992,NA,Zanzibar,Changuu,NA,Spongy,SPG,0,-6.06522,39.10053,NA,Pre,GCRMN 2015,Tanzania1992NAZanzibarChanguuNAPre
Tanzania,1992,NA,Zanzibar,Chapwani,NA,Algae-coralline,ACOR,1,-6.11905,39.18939,NA,Pre,GCRMN 2015,Tanzania1992NAZanzibarChapwaniNAPre
Tanzania,1992,NA,Zanzibar,Chapwani,NA,Algae-macro/fleshy,AMAC,0,-6.11905,39.18939,NA,Pre,GCRMN 2015,Tanzania1992NAZanzibarChapwaniNAPre
Tanzania,1992,NA,Zanzibar,Chapwani,NA,Bare substrate,BS,52,-6.11905,39.18939,NA,Pre,GCRMN 2015,Tanzania1992NAZanzibarChapwaniNAPre
Tanzania,1992,NA,Zanzibar,Chapwani,NA,Dead Standing coral,DC,13,-6.11905,39.18939,NA,Pre,GCRMN 2015,Tanzania1992NAZanzibarChapwaniNAPre
Tanzania,1992,NA,Zanzibar,Chapwani,NA,Coral,HC,30,-6.11905,39.18939,NA,Pre,GCRMN 2015,Tanzania1992NAZanzibarChapwaniNAPre
Tanzania,1992,NA,Zanzibar,Chapwani,NA,Soft coral,SC,1,-6.11905,39.18939,NA,Pre,GCRMN 2015,Tanzania1992NAZanzibarChapwaniNAPre
Tanzania,1992,NA,Zanzibar,Chapwani,NA,Spongy,SPG,1,-6.11905,39.18939,NA,Pre,GCRMN 2015,Tanzania1992NAZanzibarChapwaniNAPre
Tanzania,1992,NA,Zanzibar,Misali_Island,NA,Algae-coralline,ACOR,2,-5.2352,39.61045,NA,Pre,GCRMN 2015,Tanzania1992NAZanzibarMisali_IslandNAPre
Tanzania,1992,NA,Zanzibar,Misali_Island,NA,Algae-macro/fleshy,AMAC,2,-5.2352,39.61045,NA,Pre,GCRMN 2015,Tanzania1992NAZanzibarMisali_IslandNAPre
Tanzania,1992,NA,Zanzibar,Misali_Island,NA,Bare substrate,BS,11,-5.2352,39.61045,NA,Pre,GCRMN 2015,Tanzania1992NAZanzibarMisali_IslandNAPre
Tanzania,1992,NA,Zanzibar,Misali_Island,NA,Dead Standing coral,DC,5,-5.2352,39.61045,NA,Pre,GCRMN 2015,Tanzania1992NAZanzibarMisali_IslandNAPre
Tanzania,1992,NA,Zanzibar,Misali_Island,NA,Coral,HC,77,-5.2352,39.61045,NA,Pre,GCRMN 2015,Tanzania1992NAZanzibarMisali_IslandNAPre
Tanzania,1992,NA,Zanzibar,Misali_Island,NA,Soft coral,SC,2,-5.2352,39.61045,NA,Pre,GCRMN 2015,Tanzania1992NAZanzibarMisali_IslandNAPre
Tanzania,1992,NA,Zanzibar,Misali_Island,NA,Spongy,SPG,1,-5.2352,39.61045,NA,Pre,GCRMN 2015,Tanzania1992NAZanzibarMisali_IslandNAPre
Tanzania,1993,NA,Zanzibar,Chapwani,NA,Algae-coralline,ACOR,0,-6.11905,39.18939,NA,Pre,GCRMN 2015,Tanzania1993NAZanzibarChapwaniNAPre
Tanzania,1993,NA,Zanzibar,Chapwani,NA,Algae-macro/fleshy,AMAC,1,-6.11905,39.18939,NA,Pre,GCRMN 2015,Tanzania1993NAZanzibarChapwaniNAPre
Tanzania,1993,NA,Zanzibar,Chapwani,NA,Bare substrate,BS,49,-6.11905,39.18939,NA,Pre,GCRMN 2015,Tanzania1993NAZanzibarChapwaniNAPre
Tanzania,1993,NA,Zanzibar,Chapwani,NA,Dead Standing coral,DC,11,-6.11905,39.18939,NA,Pre,GCRMN 2015,Tanzania1993NAZanzibarChapwaniNAPre
Tanzania,1993,NA,Zanzibar,Chapwani,NA,Coral,HC,35,-6.11905,39.18939,NA,Pre,GCRMN 2015,Tanzania1993NAZanzibarChapwaniNAPre
Tanzania,1993,NA,Zanzibar,Chapwani,NA,Soft coral,SC,1,-6.11905,39.18939,NA,Pre,GCRMN 2015,Tanzania1993NAZanzibarChapwaniNAPre
Tanzania,1993,NA,Zanzibar,Chapwani,NA,Spongy,SPG,0,-6.11905,39.18939,NA,Pre,GCRMN 2015,Tanzania1993NAZanzibarChapwaniNAPre
Tanzania,1994,NA,Zanzibar,Bawe,NA,Algae-coralline,ACOR,1,-6.08326,39.08051,NA,Pre,GCRMN 2015,Tanzania1994NAZanzibarBaweNAPre
Tanzania,1994,NA,Zanzibar,Bawe,NA,Algae-macro/fleshy,AMAC,0,-6.08326,39.08051,NA,Pre,GCRMN 2015,Tanzania1994NAZanzibarBaweNAPre
Tanzania,1994,NA,Zanzibar,Bawe,NA,Bare substrate,BS,25,-6.08326,39.08051,NA,Pre,GCRMN 2015,Tanzania1994NAZanzibarBaweNAPre
Tanzania,1994,NA,Zanzibar,Bawe,NA,Dead Standing coral,DC,14,-6.08326,39.08051,NA,Pre,GCRMN 2015,Tanzania1994NAZanzibarBaweNAPre
Tanzania,1994,NA,Zanzibar,Bawe,NA,Coral,HC,54,-6.08326,39.08051,NA,Pre,GCRMN 2015,Tanzania1994NAZanzibarBaweNAPre
Tanzania,1994,NA,Zanzibar,Bawe,NA,Soft coral,SC,2,-6.08326,39.08051,NA,Pre,GCRMN 2015,Tanzania1994NAZanzibarBaweNAPre
Tanzania,1994,NA,Zanzibar,Bawe,NA,Spongy,SPG,0,-6.08326,39.08051,NA,Pre,GCRMN 2015,Tanzania1994NAZanzibarBaweNAPre
Tanzania,1994,NA,Zanzibar,Changuu,NA,Algae-coralline,ACOR,1,-6.06522,39.10053,NA,Pre,GCRMN 2015,Tanzania1994NAZanzibarChanguuNAPre
Tanzania,1994,NA,Zanzibar,Changuu,NA,Algae-macro/fleshy,AMAC,1,-6.06522,39.10053,NA,Pre,GCRMN 2015,Tanzania1994NAZanzibarChanguuNAPre
Tanzania,1994,NA,Zanzibar,Changuu,NA,Bare substrate,BS,20,-6.06522,39.10053,NA,Pre,GCRMN 2015,Tanzania1994NAZanzibarChanguuNAPre
Tanzania,1994,NA,Zanzibar,Changuu,NA,Dead Standing coral,DC,14,-6.06522,39.10053,NA,Pre,GCRMN 2015,Tanzania1994NAZanzibarChanguuNAPre
Tanzania,1994,NA,Zanzibar,Changuu,NA,Coral,HC,60,-6.06522,39.10053,NA,Pre,GCRMN 2015,Tanzania1994NAZanzibarChanguuNAPre
Tanzania,1994,NA,Zanzibar,Changuu,NA,Soft coral,SC,2,-6.06522,39.10053,NA,Pre,GCRMN 2015,Tanzania1994NAZanzibarChanguuNAPre
Tanzania,1994,NA,Zanzibar,Changuu,NA,Spongy,SPG,0,-6.06522,39.10053,NA,Pre,GCRMN 2015,Tanzania1994NAZanzibarChanguuNAPre
Tanzania,1994,NA,Zanzibar,Chapwani,NA,Algae-coralline,ACOR,0,-6.11905,39.18939,NA,Pre,GCRMN 2015,Tanzania1994NAZanzibarChapwaniNAPre
Tanzania,1994,NA,Zanzibar,Chapwani,NA,Algae-macro/fleshy,AMAC,2,-6.11905,39.18939,NA,Pre,GCRMN 2015,Tanzania1994NAZanzibarChapwaniNAPre
Tanzania,1994,NA,Zanzibar,Chapwani,NA,Bare substrate,BS,47,-6.11905,39.18939,NA,Pre,GCRMN 2015,Tanzania1994NAZanzibarChapwaniNAPre
Tanzania,1994,NA,Zanzibar,Chapwani,NA,Dead Standing coral,DC,8,-6.11905,39.18939,NA,Pre,GCRMN 2015,Tanzania1994NAZanzibarChapwaniNAPre
Tanzania,1994,NA,Zanzibar,Chapwani,NA,Coral,HC,39,-6.11905,39.18939,NA,Pre,GCRMN 2015,Tanzania1994NAZanzibarChapwaniNAPre
Tanzania,1994,NA,Zanzibar,Chapwani,NA,Soft coral,SC,1,-6.11905,39.18939,NA,Pre,GCRMN 2015,Tanzania1994NAZanzibarChapwaniNAPre
Tanzania,1994,NA,Zanzibar,Chapwani,NA,Spongy,SPG,0,-6.11905,39.18939,NA,Pre,GCRMN 2015,Tanzania1994NAZanzibarChapwaniNAPre
Tanzania,1994,NA,Zanzibar,Chumbe,NA,Algae-coralline,ACOR,0,-6.27682,39.1733,NA,Pre,GCRMN 2015,Tanzania1994NAZanzibarChumbeNAPre
Tanzania,1994,NA,Zanzibar,Chumbe,NA,Algae-macro/fleshy,AMAC,11,-6.27682,39.1733,NA,Pre,GCRMN 2015,Tanzania1994NAZanzibarChumbeNAPre
Tanzania,1994,NA,Zanzibar,Chumbe,NA,Bare substrate,BS,24,-6.27682,39.1733,NA,Pre,GCRMN 2015,Tanzania1994NAZanzibarChumbeNAPre
Tanzania,1994,NA,Zanzibar,Chumbe,NA,Dead Standing coral,DC,16,-6.27682,39.1733,NA,Pre,GCRMN 2015,Tanzania1994NAZanzibarChumbeNAPre
Tanzania,1994,NA,Zanzibar,Chumbe,NA,Coral,HC,47,-6.27682,39.1733,NA,Pre,GCRMN 2015,Tanzania1994NAZanzibarChumbeNAPre
Tanzania,1994,NA,Zanzibar,Chumbe,NA,Soft coral,SC,0,-6.27682,39.1733,NA,Pre,GCRMN 2015,Tanzania1994NAZanzibarChumbeNAPre
Tanzania,1994,NA,Zanzibar,Chumbe,NA,Spongy,SPG,0,-6.27682,39.1733,NA,Pre,GCRMN 2015,Tanzania1994NAZanzibarChumbeNAPre
Tanzania,1994,NA,Zanzibar,Kwale,NA,Algae-coralline,ACOR,0,-6.36358,39.28455,NA,Pre,GCRMN 2015,Tanzania1994NAZanzibarKwaleNAPre
Tanzania,1994,NA,Zanzibar,Kwale,NA,Algae-macro/fleshy,AMAC,33,-6.36358,39.28455,NA,Pre,GCRMN 2015,Tanzania1994NAZanzibarKwaleNAPre
Tanzania,1994,NA,Zanzibar,Kwale,NA,Bare substrate,BS,23,-6.36358,39.28455,NA,Pre,GCRMN 2015,Tanzania1994NAZanzibarKwaleNAPre
Tanzania,1994,NA,Zanzibar,Kwale,NA,Dead Standing coral,DC,17,-6.36358,39.28455,NA,Pre,GCRMN 2015,Tanzania1994NAZanzibarKwaleNAPre
Tanzania,1994,NA,Zanzibar,Kwale,NA,Coral,HC,24,-6.36358,39.28455,NA,Pre,GCRMN 2015,Tanzania1994NAZanzibarKwaleNAPre
Tanzania,1994,NA,Zanzibar,Kwale,NA,Soft coral,SC,0,-6.36358,39.28455,NA,Pre,GCRMN 2015,Tanzania1994NAZanzibarKwaleNAPre
Tanzania,1994,NA,Zanzibar,Kwale,NA,Spongy,SPG,0,-6.36358,39.28455,NA,Pre,GCRMN 2015,Tanzania1994NAZanzibarKwaleNAPre
Tanzania,1994,NA,Zanzibar,Misali_Island,NA,Algae-coralline,ACOR,2,-5.2352,39.61045,NA,Pre,GCRMN 2015,Tanzania1994NAZanzibarMisali_IslandNAPre
Tanzania,1994,NA,Zanzibar,Misali_Island,NA,Algae-macro/fleshy,AMAC,2,-5.2352,39.61045,NA,Pre,GCRMN 2015,Tanzania1994NAZanzibarMisali_IslandNAPre
Tanzania,1994,NA,Zanzibar,Misali_Island,NA,Bare substrate,BS,14,-5.2352,39.61045,NA,Pre,GCRMN 2015,Tanzania1994NAZanzibarMisali_IslandNAPre
Tanzania,1994,NA,Zanzibar,Misali_Island,NA,Dead Standing coral,DC,2,-5.2352,39.61045,NA,Pre,GCRMN 2015,Tanzania1994NAZanzibarMisali_IslandNAPre
Tanzania,1994,NA,Zanzibar,Misali_Island,NA,Coral,HC,70,-5.2352,39.61045,NA,Pre,GCRMN 2015,Tanzania1994NAZanzibarMisali_IslandNAPre
Tanzania,1994,NA,Zanzibar,Misali_Island,NA,Soft coral,SC,3,-5.2352,39.61045,NA,Pre,GCRMN 2015,Tanzania1994NAZanzibarMisali_IslandNAPre
Tanzania,1994,NA,Zanzibar,Misali_Island,NA,Spongy,SPG,5,-5.2352,39.61045,NA,Pre,GCRMN 2015,Tanzania1994NAZanzibarMisali_IslandNAPre
Tanzania,1994,NA,Zanzibar,Mnemba,NA,Algae-coralline,ACOR,31,-5.83376,39.39143,NA,Pre,GCRMN 2015,Tanzania1994NAZanzibarMnembaNAPre
Tanzania,1994,NA,Zanzibar,Mnemba,NA,Algae-macro/fleshy,AMAC,0,-5.83376,39.39143,NA,Pre,GCRMN 2015,Tanzania1994NAZanzibarMnembaNAPre
Tanzania,1994,NA,Zanzibar,Mnemba,NA,Bare substrate,BS,2,-5.83376,39.39143,NA,Pre,GCRMN 2015,Tanzania1994NAZanzibarMnembaNAPre
Tanzania,1994,NA,Zanzibar,Mnemba,NA,Dead Standing coral,DC,50,-5.83376,39.39143,NA,Pre,GCRMN 2015,Tanzania1994NAZanzibarMnembaNAPre
Tanzania,1994,NA,Zanzibar,Mnemba,NA,Coral,HC,6,-5.83376,39.39143,NA,Pre,GCRMN 2015,Tanzania1994NAZanzibarMnembaNAPre
Tanzania,1994,NA,Zanzibar,Mnemba,NA,Soft coral,SC,0,-5.83376,39.39143,NA,Pre,GCRMN 2015,Tanzania1994NAZanzibarMnembaNAPre
Tanzania,1994,NA,Zanzibar,Mnemba,NA,Spongy,SPG,2,-5.83376,39.39143,NA,Pre,GCRMN 2015,Tanzania1994NAZanzibarMnembaNAPre
Tanzania,1995,NA,Zanzibar,Chapwani,NA,Algae-coralline,ACOR,0,-6.11905,39.18939,NA,Pre,GCRMN 2015,Tanzania1995NAZanzibarChapwaniNAPre
Tanzania,1995,NA,Zanzibar,Chapwani,NA,Algae-macro/fleshy,AMAC,3,-6.11905,39.18939,NA,Pre,GCRMN 2015,Tanzania1995NAZanzibarChapwaniNAPre
Tanzania,1995,NA,Zanzibar,Chapwani,NA,Bare substrate,BS,41,-6.11905,39.18939,NA,Pre,GCRMN 2015,Tanzania1995NAZanzibarChapwaniNAPre
Tanzania,1995,NA,Zanzibar,Chapwani,NA,Dead Standing coral,DC,10,-6.11905,39.18939,NA,Pre,GCRMN 2015,Tanzania1995NAZanzibarChapwaniNAPre
Tanzania,1995,NA,Zanzibar,Chapwani,NA,Coral,HC,41,-6.11905,39.18939,NA,Pre,GCRMN 2015,Tanzania1995NAZanzibarChapwaniNAPre
Tanzania,1995,NA,Zanzibar,Chapwani,NA,Soft coral,SC,2,-6.11905,39.18939,NA,Pre,GCRMN 2015,Tanzania1995NAZanzibarChapwaniNAPre
Tanzania,1995,NA,Zanzibar,Chapwani,NA,Spongy,SPG,0,-6.11905,39.18939,NA,Pre,GCRMN 2015,Tanzania1995NAZanzibarChapwaniNAPre
Tanzania,1995,NA,Zanzibar,Chumbe,NA,Algae-coralline,ACOR,0,-6.27682,39.1733,NA,Pre,GCRMN 2015,Tanzania1995NAZanzibarChumbeNAPre
Tanzania,1995,NA,Zanzibar,Chumbe,NA,Algae-macro/fleshy,AMAC,9,-6.27682,39.1733,NA,Pre,GCRMN 2015,Tanzania1995NAZanzibarChumbeNAPre
Tanzania,1995,NA,Zanzibar,Chumbe,NA,Bare substrate,BS,23,-6.27682,39.1733,NA,Pre,GCRMN 2015,Tanzania1995NAZanzibarChumbeNAPre
Tanzania,1995,NA,Zanzibar,Chumbe,NA,Dead Standing coral,DC,14,-6.27682,39.1733,NA,Pre,GCRMN 2015,Tanzania1995NAZanzibarChumbeNAPre
Tanzania,1995,NA,Zanzibar,Chumbe,NA,Coral,HC,52,-6.27682,39.1733,NA,Pre,GCRMN 2015,Tanzania1995NAZanzibarChumbeNAPre
Tanzania,1995,NA,Zanzibar,Chumbe,NA,Soft coral,SC,0,-6.27682,39.1733,NA,Pre,GCRMN 2015,Tanzania1995NAZanzibarChumbeNAPre
Tanzania,1995,NA,Zanzibar,Chumbe,NA,Spongy,SPG,0,-6.27682,39.1733,NA,Pre,GCRMN 2015,Tanzania1995NAZanzibarChumbeNAPre
Tanzania,1995,NA,Zanzibar,Kwale,NA,Algae-coralline,ACOR,0,-6.36358,39.28455,NA,Pre,GCRMN 2015,Tanzania1995NAZanzibarKwaleNAPre
Tanzania,1995,NA,Zanzibar,Kwale,NA,Algae-macro/fleshy,AMAC,33,-6.36358,39.28455,NA,Pre,GCRMN 2015,Tanzania1995NAZanzibarKwaleNAPre
Tanzania,1995,NA,Zanzibar,Kwale,NA,Bare substrate,BS,13,-6.36358,39.28455,NA,Pre,GCRMN 2015,Tanzania1995NAZanzibarKwaleNAPre
Tanzania,1995,NA,Zanzibar,Kwale,NA,Dead Standing coral,DC,25,-6.36358,39.28455,NA,Pre,GCRMN 2015,Tanzania1995NAZanzibarKwaleNAPre
Tanzania,1995,NA,Zanzibar,Kwale,NA,Coral,HC,26,-6.36358,39.28455,NA,Pre,GCRMN 2015,Tanzania1995NAZanzibarKwaleNAPre
Tanzania,1995,NA,Zanzibar,Kwale,NA,Soft coral,SC,0,-6.36358,39.28455,NA,Pre,GCRMN 2015,Tanzania1995NAZanzibarKwaleNAPre
Tanzania,1995,NA,Zanzibar,Kwale,NA,Spongy,SPG,0,-6.36358,39.28455,NA,Pre,GCRMN 2015,Tanzania1995NAZanzibarKwaleNAPre
Tanzania,1996,Zanzibar,Zanzibar,Chumbe_MPA,NA,Coral,HC,63.95,-6.27682,39.1733,CHICOP,Pre,post_bl_2016,Tanzania1996ZanzibarZanzibarChumbe_MPANAPre
Tanzania,1996,Zanzibar,Zanzibar,Chumbe_MPA,NA,Algae-turf,ATRF,12.79,-6.27682,39.1733,CHICOP,Pre,post_bl_2016,Tanzania1996ZanzibarZanzibarChumbe_MPANAPre
Tanzania,1996,Zanzibar,Zanzibar,Chumbe_MPA,NA,Algae-Halimeda,AHAL,0.55,-6.27682,39.1733,CHICOP,Pre,post_bl_2016,Tanzania1996ZanzibarZanzibarChumbe_MPANAPre
Tanzania,1996,Zanzibar,Zanzibar,Chumbe_MPA,NA,Algae-macro/fleshy,AMAC,6.61,-6.27682,39.1733,CHICOP,Pre,post_bl_2016,Tanzania1996ZanzibarZanzibarChumbe_MPANAPre
Tanzania,1996,Zanzibar,Zanzibar,Chumbe_MPA,NA,Algae-coralline,ACOR,7.26,-6.27682,39.1733,CHICOP,Pre,post_bl_2016,Tanzania1996ZanzibarZanzibarChumbe_MPANAPre
Tanzania,1996,Zanzibar,Zanzibar,Chumbe_MPA,NA,Seagrass,SGR,0,-6.27682,39.1733,CHICOP,Pre,post_bl_2016,Tanzania1996ZanzibarZanzibarChumbe_MPANAPre
Tanzania,1996,Zanzibar,Zanzibar,Chumbe_MPA,NA,Soft coral,SC,0.8,-6.27682,39.1733,CHICOP,Pre,post_bl_2016,Tanzania1996ZanzibarZanzibarChumbe_MPANAPre
Tanzania,1996,Zanzibar,Zanzibar,Chumbe_MPA,NA,Sand,SND,8.92,-6.27682,39.1733,CHICOP,Pre,post_bl_2016,Tanzania1996ZanzibarZanzibarChumbe_MPANAPre
Tanzania,1996,Zanzibar,Zanzibar,Chumbe_MPA,NA,Inverts-other,INV,0.33,-6.27682,39.1733,CHICOP,Pre,post_bl_2016,Tanzania1996ZanzibarZanzibarChumbe_MPANAPre
Tanzania,1996,NA,Tanga,Chanjale,NA,Algae-macro/fleshy,AMAC,21.71428571,-5.18308,39.03529,NA,Pre,GCRMN 2015,Tanzania1996NATangaChanjaleNAPre
Tanzania,1996,NA,Tanga,Funguni,NA,Algae-macro/fleshy,AMAC,40,NA,NA,NA,Pre,GCRMN 2015,Tanzania1996NATangaFunguniNAPre
Tanzania,1996,NA,Tanga,Makome,NA,Algae-macro/fleshy,AMAC,28,-5.24446947,39.10504103,NA,Pre,GCRMN 2015,Tanzania1996NATangaMakomeNAPre
Tanzania,1996,NA,Tanga,Taa,NA,Algae-macro/fleshy,AMAC,17,-5.17357,39.05461,NA,Pre,GCRMN 2015,Tanzania1996NATangaTaaNAPre
Tanzania,1996,NA,Zanzibar,Bawe,NA,Algae-coralline,ACOR,1,-6.08326,39.08051,NA,Pre,GCRMN 2015,Tanzania1996NAZanzibarBaweNAPre
Tanzania,1996,NA,Zanzibar,Bawe,NA,Algae-macro/fleshy,AMAC,1,-6.08326,39.08051,NA,Pre,GCRMN 2015,Tanzania1996NAZanzibarBaweNAPre
Tanzania,1996,NA,Zanzibar,Bawe,NA,Bare substrate,BS,28,-6.08326,39.08051,NA,Pre,GCRMN 2015,Tanzania1996NAZanzibarBaweNAPre
Tanzania,1996,NA,Zanzibar,Bawe,NA,Dead Standing coral,DC,16,-6.08326,39.08051,NA,Pre,GCRMN 2015,Tanzania1996NAZanzibarBaweNAPre
Tanzania,1996,NA,Zanzibar,Bawe,NA,Coral,HC,51,-6.08326,39.08051,NA,Pre,GCRMN 2015,Tanzania1996NAZanzibarBaweNAPre
Tanzania,1996,NA,Zanzibar,Bawe,NA,Soft coral,SC,1,-6.08326,39.08051,NA,Pre,GCRMN 2015,Tanzania1996NAZanzibarBaweNAPre
Tanzania,1996,NA,Zanzibar,Bawe,NA,Spongy,SPG,0,-6.08326,39.08051,NA,Pre,GCRMN 2015,Tanzania1996NAZanzibarBaweNAPre
Tanzania,1996,NA,Zanzibar,Changuu,NA,Algae-coralline,ACOR,1,-6.06522,39.10053,NA,Pre,GCRMN 2015,Tanzania1996NAZanzibarChanguuNAPre
Tanzania,1996,NA,Zanzibar,Changuu,NA,Algae-macro/fleshy,AMAC,10,-6.06522,39.10053,NA,Pre,GCRMN 2015,Tanzania1996NAZanzibarChanguuNAPre
Tanzania,1996,NA,Zanzibar,Changuu,NA,Bare substrate,BS,16,-6.06522,39.10053,NA,Pre,GCRMN 2015,Tanzania1996NAZanzibarChanguuNAPre
Tanzania,1996,NA,Zanzibar,Changuu,NA,Dead Standing coral,DC,13,-6.06522,39.10053,NA,Pre,GCRMN 2015,Tanzania1996NAZanzibarChanguuNAPre
Tanzania,1996,NA,Zanzibar,Changuu,NA,Coral,HC,55,-6.06522,39.10053,NA,Pre,GCRMN 2015,Tanzania1996NAZanzibarChanguuNAPre
Tanzania,1996,NA,Zanzibar,Changuu,NA,Soft coral,SC,2,-6.06522,39.10053,NA,Pre,GCRMN 2015,Tanzania1996NAZanzibarChanguuNAPre
Tanzania,1996,NA,Zanzibar,Changuu,NA,Spongy,SPG,0,-6.06522,39.10053,NA,Pre,GCRMN 2015,Tanzania1996NAZanzibarChanguuNAPre
Tanzania,1996,NA,Zanzibar,Chapwani,NA,Algae-coralline,ACOR,0,-6.11905,39.18939,NA,Pre,GCRMN 2015,Tanzania1996NAZanzibarChapwaniNAPre
Tanzania,1996,NA,Zanzibar,Chapwani,NA,Algae-macro/fleshy,AMAC,5,-6.11905,39.18939,NA,Pre,GCRMN 2015,Tanzania1996NAZanzibarChapwaniNAPre
Tanzania,1996,NA,Zanzibar,Chapwani,NA,Bare substrate,BS,35,-6.11905,39.18939,NA,Pre,GCRMN 2015,Tanzania1996NAZanzibarChapwaniNAPre
Tanzania,1996,NA,Zanzibar,Chapwani,NA,Dead Standing coral,DC,11,-6.11905,39.18939,NA,Pre,GCRMN 2015,Tanzania1996NAZanzibarChapwaniNAPre
Tanzania,1996,NA,Zanzibar,Chapwani,NA,Coral,HC,43,-6.11905,39.18939,NA,Pre,GCRMN 2015,Tanzania1996NAZanzibarChapwaniNAPre
Tanzania,1996,NA,Zanzibar,Chapwani,NA,Soft coral,SC,2,-6.11905,39.18939,NA,Pre,GCRMN 2015,Tanzania1996NAZanzibarChapwaniNAPre
Tanzania,1996,NA,Zanzibar,Chapwani,NA,Spongy,SPG,0,-6.11905,39.18939,NA,Pre,GCRMN 2015,Tanzania1996NAZanzibarChapwaniNAPre
Tanzania,1996,NA,Zanzibar,Chumbe,NA,Algae-coralline,ACOR,0,-6.27682,39.1733,NA,Pre,GCRMN 2015,Tanzania1996NAZanzibarChumbeNAPre
Tanzania,1996,NA,Zanzibar,Chumbe,NA,Algae-macro/fleshy,AMAC,7,-6.27682,39.1733,NA,Pre,GCRMN 2015,Tanzania1996NAZanzibarChumbeNAPre
Tanzania,1996,NA,Zanzibar,Chumbe,NA,Bare substrate,BS,21,-6.27682,39.1733,NA,Pre,GCRMN 2015,Tanzania1996NAZanzibarChumbeNAPre
Tanzania,1996,NA,Zanzibar,Chumbe,NA,Dead Standing coral,DC,11,-6.27682,39.1733,NA,Pre,GCRMN 2015,Tanzania1996NAZanzibarChumbeNAPre
Tanzania,1996,NA,Zanzibar,Chumbe,NA,Coral,HC,56,-6.27682,39.1733,NA,Pre,GCRMN 2015,Tanzania1996NAZanzibarChumbeNAPre
Tanzania,1996,NA,Zanzibar,Chumbe,NA,Soft coral,SC,1,-6.27682,39.1733,NA,Pre,GCRMN 2015,Tanzania1996NAZanzibarChumbeNAPre
Tanzania,1996,NA,Zanzibar,Chumbe,NA,Spongy,SPG,0,-6.27682,39.1733,NA,Pre,GCRMN 2015,Tanzania1996NAZanzibarChumbeNAPre
Tanzania,1996,NA,Zanzibar,Kwale,NA,Algae-coralline,ACOR,0,-6.36358,39.28455,NA,Pre,GCRMN 2015,Tanzania1996NAZanzibarKwaleNAPre
Tanzania,1996,NA,Zanzibar,Kwale,NA,Algae-macro/fleshy,AMAC,34,-6.36358,39.28455,NA,Pre,GCRMN 2015,Tanzania1996NAZanzibarKwaleNAPre
Tanzania,1996,NA,Zanzibar,Kwale,NA,Bare substrate,BS,7,-6.36358,39.28455,NA,Pre,GCRMN 2015,Tanzania1996NAZanzibarKwaleNAPre
Tanzania,1996,NA,Zanzibar,Kwale,NA,Dead Standing coral,DC,25,-6.36358,39.28455,NA,Pre,GCRMN 2015,Tanzania1996NAZanzibarKwaleNAPre
