rgn_id,habitat,year,trend
1,mangrove,2012,-0.002104
1,mangrove,2013,-0.002365
1,mangrove,2014,-0.002543
1,mangrove,2015,-0.002117
2,mangrove,2012,-0.002104
2,mangrove,2013,-0.002365
2,mangrove,2014,-0.002543
2,mangrove,2015,-0.002117
3,mangrove,2012,-0.002104
3,mangrove,2013,-0.002365
3,mangrove,2014,-0.002543
3,mangrove,2015,-0.002117
4,mangrove,2012,-0.002104
4,mangrove,2013,-0.002365
4,mangrove,2014,-0.002543
4,mangrove,2015,-0.002117
5,mangrove,2012,-0.002104
5,mangrove,2013,-0.002365
5,mangrove,2014,-0.002543
5,mangrove,2015,-0.002117
6,mangrove,2012,-0.002104
6,mangrove,2013,-0.002365
6,mangrove,2014,-0.002543
6,mangrove,2015,-0.002117
7,mangrove,2012,-0.002104
7,mangrove,2013,-0.002365
7,mangrove,2014,-0.002543
7,mangrove,2015,-0.002117
8,mangrove,2012,-0.002104
8,mangrove,2013,-0.002365
8,mangrove,2014,-0.002543
8,mangrove,2015,-0.002117
