rgn_id,year,a_prot_1km
1,2000,1042.25
1,2001,1042.25
1,2002,1042.25
1,2003,1042.25
1,2004,1216.75
1,2005,1216.75
1,2006,1216.75
1,2007,1216.75
1,2008,1216.75
1,2009,1216.75
1,2010,1216.75
1,2011,1216.75
1,2012,1216.75
1,2013,1216.75
1,2014,1216.75
1,2015,1216.75
1,2016,1216.75
1,2017,1216.75
2,2000,1042.25
2,2001,1042.25
2,2002,1042.25
2,2003,1042.25
2,2004,1216.75
2,2005,1216.75
2,2006,1216.75
2,2007,1216.75
2,2008,1216.75
2,2009,1216.75
2,2010,1216.75
2,2011,1216.75
2,2012,1216.75
2,2013,1216.75
2,2014,1216.75
2,2015,1216.75
2,2016,1216.75
2,2017,1216.75
3,2000,1042.25
3,2001,1042.25
3,2002,1042.25
3,2003,1042.25
3,2004,1216.75
3,2005,1216.75
3,2006,1216.75
3,2007,1216.75
3,2008,1216.75
3,2009,1216.75
3,2010,1216.75
3,2011,1216.75
3,2012,1216.75
3,2013,1216.75
3,2014,1216.75
3,2015,1216.75
3,2016,1216.75
3,2017,1216.75
4,2000,1042.25
4,2001,1042.25
4,2002,1042.25
4,2003,1042.25
4,2004,1216.75
4,2005,1216.75
4,2006,1216.75
4,2007,1216.75
4,2008,1216.75
4,2009,1216.75
4,2010,1216.75
4,2011,1216.75
4,2012,1216.75
4,2013,1216.75
4,2014,1216.75
4,2015,1216.75
4,2016,1216.75
4,2017,1216.75
5,2000,1042.25
5,2001,1042.25
5,2002,1042.25
5,2003,1042.25
5,2004,1216.75
5,2005,1216.75
5,2006,1216.75
5,2007,1216.75
5,2008,1216.75
5,2009,1216.75
5,2010,1216.75
5,2011,1216.75
5,2012,1216.75
5,2013,1216.75
5,2014,1216.75
5,2015,1216.75
5,2016,1216.75
5,2017,1216.75
6,2000,1042.25
6,2001,1042.25
6,2002,1042.25
6,2003,1042.25
6,2004,1216.75
6,2005,1216.75
6,2006,1216.75
6,2007,1216.75
6,2008,1216.75
6,2009,1216.75
6,2010,1216.75
6,2011,1216.75
6,2012,1216.75
6,2013,1216.75
6,2014,1216.75
6,2015,1216.75
6,2016,1216.75
6,2017,1216.75
7,2000,1042.25
7,2001,1042.25
7,2002,1042.25
7,2003,1042.25
7,2004,1216.75
7,2005,1216.75
7,2006,1216.75
7,2007,1216.75
7,2008,1216.75
7,2009,1216.75
7,2010,1216.75
7,2011,1216.75
7,2012,1216.75
7,2013,1216.75
7,2014,1216.75
7,2015,1216.75
7,2016,1216.75
7,2017,1216.75
8,2000,1042.25
8,2001,1042.25
8,2002,1042.25
8,2003,1042.25
8,2004,1216.75
8,2005,1216.75
8,2006,1216.75
8,2007,1216.75
8,2008,1216.75
8,2009,1216.75
8,2010,1216.75
8,2011,1216.75
8,2012,1216.75
8,2013,1216.75
8,2014,1216.75
8,2015,1216.75
8,2016,1216.75
8,2017,1216.75
