iucn_sid,am_sid,sciname,cat_code,pop_trend,spatial_source,rgn_id,rgn_name,n_cells,presence,n_spp_rgn
61213,Fis-25473,Oligolepis acutipennis,DD,NA,am,202,Tanzania,23,NA,5426
61250,Fis-23614,Lutjanus argentimaculatus,LC,unknown,am,202,Tanzania,26,NA,5426
63355,Fis-27605,Hypseleotris cyprinoides,DD,NA,am,202,Tanzania,23,NA,5426
133065,W-Oct-207409,Tubipora musica,NT,unknown,am,202,Tanzania,30,NA,5426
135567,Fis-29454,Mugil cephalus,LC,stable,am,202,Tanzania,26,NA,5426
154613,Fis-32377,Synaphobranchus affinis,LC,stable,am,202,Tanzania,49,NA,5426
154615,Fis-34043,Laeops guentheri,LC,unknown,am,202,Tanzania,27,NA,5426
154616,Fis-49951,Diaphus diadematus,LC,unknown,am,202,Tanzania,98,NA,5426
154618,Fis-35476,Lepidotrigla omanensis,LC,unknown,am,202,Tanzania,25,NA,5426
154632,Fis-32761,Uranoscopus oligolepis,LC,stable,am,202,Tanzania,23,NA,5426
154638,Fis-62407,Myctophum lychnobium,LC,unknown,am,202,Tanzania,100,NA,5426
154673,Fis-27280,Bathyuroconger vicinus,LC,unknown,am,202,Tanzania,27,NA,5426
154683,Fis-144965,Skythrenchelys zabra,LC,stable,am,202,Tanzania,26,NA,5426
154695,Fis-35267,Luzonichthys earlei,LC,unknown,am,202,Tanzania,15,NA,5426
154696,Fis-47708,Grammonus robustus,LC,unknown,am,202,Tanzania,25,NA,5426
154698,Fis-50465,Lophodolos indicus,LC,unknown,am,202,Tanzania,78,NA,5426
154705,Fis-30228,Lethrinus enigmaticus,LC,decreasing,am,202,Tanzania,10,NA,5426
154709,Fis-150577,Hetereleotris vulgaris,LC,unknown,am,202,Tanzania,22,NA,5426
154712,Fis-22215,Coryphaena hippurus,LC,stable,am,202,Tanzania,100,NA,5426
154721,Fis-148339,Sufflamen fraenatum,LC,unknown,am,202,Tanzania,26,NA,5426
154742,Fis-22791,Lutjanus notatus,LC,decreasing,am,202,Tanzania,23,NA,5426
154766,Fis-132643,Xestochilus nebulosus,LC,unknown,am,202,Tanzania,23,NA,5426
154794,Fis-144514,Oneirodes schmidti,LC,unknown,am,202,Tanzania,56,NA,5426
154820,Fis-29263,Alepisaurus ferox,LC,unknown,am,202,Tanzania,100,NA,5426
154822,Fis-26994,Pterotolithus maculatus,LC,stable,am,202,Tanzania,12,NA,5426
154833,Fis-26622,Bothus mancus,LC,stable,am,202,Tanzania,26,NA,5426
154846,Fis-50703,Barbuligobius boehlkei,LC,unknown,am,202,Tanzania,23,NA,5426
154848,Fis-27571,Gnatholepis cauerensis,LC,unknown,am,202,Tanzania,23,NA,5426
154850,Fis-32300,Myripristis pralinia,LC,unknown,am,202,Tanzania,23,NA,5426
154855,Fis-26563,Hippichthys spicifer,LC,unknown,am,202,Tanzania,23,NA,5426
154863,Fis-51811,Parioglossus taeniatus,LC,unknown,am,202,Tanzania,23,NA,5426
154869,Fis-25151,Myctophum spinosum,LC,unknown,am,202,Tanzania,100,NA,5426
154877,Fis-32621,Apodocreedia vanderhorsti,DD,NA,am,202,Tanzania,13,NA,5426
154882,Fis-26750,Dicrolene multifilis,LC,unknown,am,202,Tanzania,31,NA,5426
154895,Fis-23092,Chelidonichthys kumu,LC,unknown,am,202,Tanzania,26,NA,5426
154901,Fis-31541,Gazza achlamys,LC,unknown,am,202,Tanzania,23,NA,5426
154906,Fis-22217,Brama dussumieri,LC,unknown,am,202,Tanzania,26,NA,5426
154912,Fis-4408,Apogon fleurieu,LC,unknown,am,202,Tanzania,26,NA,5426
154918,Fis-56751,Pycnocraspedum squamipinne,LC,unknown,am,202,Tanzania,21,NA,5426
154931,Fis-55432,Pseudochromis sankeyi,LC,unknown,am,202,Tanzania,23,NA,5426
154933,Fis-26866,Tetrosomus gibbosus,LC,unknown,am,202,Tanzania,24,NA,5426
154935,Fis-32706,Anacanthus barbatus,LC,unknown,am,202,Tanzania,23,NA,5426
154936,Fis-148591,Chaunax flammeus,LC,unknown,am,202,Tanzania,14,NA,5426
154951,Fis-30231,Lethrinus genivittatus,LC,unknown,am,202,Tanzania,23,NA,5426
154952,Fis-25794,Apogonichthys ocellatus,LC,unknown,am,202,Tanzania,23,NA,5426
154959,Fis-32243,Bryaninops amplus,LC,unknown,am,202,Tanzania,23,NA,5426
154965,Fis-55105,Acreichthys hajam,DD,NA,am,202,Tanzania,23,NA,5426
154969,Fis-120470,Kuronezumia bubonis,LC,unknown,am,202,Tanzania,24,NA,5426
154973,Fis-32457,Bassozetus robustus,LC,unknown,am,202,Tanzania,82,NA,5426
154978,Fis-146598,Apogon indicus,LC,unknown,am,202,Tanzania,23,NA,5426
154984,Fis-34769,Physiculus roseus,LC,stable,am,202,Tanzania,92,NA,5426
154988,Fis-58526,Scopelosaurus herwigi,LC,unknown,am,202,Tanzania,30,NA,5426
154995,Fis-29910,Diaphus holti,LC,unknown,am,202,Tanzania,98,NA,5426
154996,Fis-28974,Calumia godeffroyi,LC,unknown,am,202,Tanzania,23,NA,5426
154997,Fis-29738,Bregmaceros atlanticus,LC,unknown,am,202,Tanzania,100,NA,5426
154998,Fis-32104,Argyropelecus hemigymnus,LC,stable,am,202,Tanzania,100,NA,5426
154999,Fis-29375,Etelis carbunculus,LC,unknown,am,202,Tanzania,27,NA,5426
155008,Fis-32552,Myripristis seychellensis,LC,unknown,am,202,Tanzania,23,NA,5426
155010,Fis-145235,Scorpaenopsis ramaraoi,LC,unknown,am,202,Tanzania,24,NA,5426
155012,Fis-50053,Sternoptyx obscura,LC,unknown,am,202,Tanzania,90,NA,5426
155014,Fis-22977,Alectis ciliaris,LC,unknown,am,202,Tanzania,23,NA,5426
155025,Fis-31011,Siganus rivulatus,LC,unknown,am,202,Tanzania,23,NA,5426
155030,Fis-22897,Macroramphosus scolopax,LC,unknown,am,202,Tanzania,27,NA,5426
155042,Fis-55425,Plesiops nigricans,LC,stable,am,202,Tanzania,23,NA,5426
155043,Fis-22872,Decapterus russelli,LC,decreasing,am,202,Tanzania,24,NA,5426
155047,Fis-58567,Cocotropus roseus,LC,unknown,am,202,Tanzania,20,NA,5426
155052,Fis-54769,Dactyloptena gilberti,LC,unknown,am,202,Tanzania,23,NA,5426
155055,Fis-143867,Himantolophus cornifer,LC,unknown,am,202,Tanzania,100,NA,5426
155068,Fis-24930,Remora brachyptera,LC,stable,am,202,Tanzania,100,NA,5426
155071,Fis-52910,Gorgasia maculata,LC,unknown,am,202,Tanzania,21,NA,5426
155075,Fis-7669,Remora albescens,LC,unknown,am,202,Tanzania,100,NA,5426
155084,Fis-33858,Champsodon capensis,LC,unknown,am,202,Tanzania,95,NA,5426
155090,Fis-130902,Cociella punctata,LC,unknown,am,202,Tanzania,26,NA,5426
155091,Fis-26152,Enchelycore schismatorhynchus,LC,unknown,am,202,Tanzania,23,NA,5426
155092,Fis-55078,Laeops kitaharae,DD,NA,am,202,Tanzania,20,NA,5426
155097,Fis-29305,Caesio caerulaurea,LC,unknown,am,202,Tanzania,23,NA,5426
155104,Fis-125812,Cheilopogon pinnatibarbatus,LC,unknown,am,202,Tanzania,23,NA,5426
155105,Fis-21594,Platycephalus indicus,DD,NA,am,202,Tanzania,25,NA,5426
155106,Fis-50459,Kali macrodon,LC,unknown,am,202,Tanzania,84,NA,5426
155107,Fis-27266,Monopenchelys acuta,LC,unknown,am,202,Tanzania,23,NA,5426
155112,Fis-49883,Stemonosudis gracilis,LC,unknown,am,202,Tanzania,99,NA,5426
155115,Fis-30237,Lethrinus reticulatus,LC,unknown,am,202,Tanzania,15,NA,5426
155116,Fis-23766,Sardinella albella,LC,unknown,am,202,Tanzania,23,NA,5426
155118,Fis-23588,Lethrinus conchyliatus,LC,unknown,am,202,Tanzania,26,NA,5426
155129,Fis-35496,Pterois lunulata,LC,unknown,am,202,Tanzania,19,NA,5426
155130,Fis-29766,Caranx sexfasciatus,LC,decreasing,am,202,Tanzania,26,NA,5426
155134,Fis-23326,Alepes vari,LC,unknown,am,202,Tanzania,23,NA,5426
155143,Fis-144996,Paraulopus maculatus,DD,NA,am,202,Tanzania,19,NA,5426
155160,Fis-31001,Hygophum proximum,LC,unknown,am,202,Tanzania,100,NA,5426
155165,Fis-31914,Corythoichthys amplexus,LC,decreasing,am,202,Tanzania,23,NA,5426
155189,Fis-50311,Scopeloberyx opisthopterus,LC,unknown,am,202,Tanzania,90,NA,5426
155200,Fis-28581,Parapercis xanthozona,LC,unknown,am,202,Tanzania,23,NA,5426
155201,Fis-33259,Ambassis urotaenia,LC,stable,am,202,Tanzania,23,NA,5426
155211,Fis-132269,Synaphobranchus oregoni,LC,unknown,am,202,Tanzania,35,NA,5426
155224,Fis-25831,Scorpaenodes hirsutus,LC,unknown,am,202,Tanzania,23,NA,5426
155229,Fis-31903,Nemateleotris magnifica,LC,unknown,am,202,Tanzania,24,NA,5426
155237,Fis-50570,Enneapterygius abeli,LC,unknown,am,202,Tanzania,23,NA,5426
155246,Fis-33179,Synaphobranchus kaupii,LC,stable,am,202,Tanzania,93,NA,5426
155260,Fis-27728,Benthosema pterotum,LC,unknown,am,202,Tanzania,100,NA,5426
155261,Fis-32731,Brachypleura novaezeelandiae,LC,decreasing,am,202,Tanzania,25,NA,5426
155273,Fis-170294,Ostorhinchus lateralis,LC,unknown,am,202,Tanzania,23,NA,5426
155301,Fis-32916,Rhinomuraena quaesita,LC,unknown,am,202,Tanzania,23,NA,5426
155322,Fis-54508,Plectrogenium nanum,LC,unknown,am,202,Tanzania,19,NA,5426
155323,Fis-60710,Plectranthias bauchotae,LC,unknown,am,202,Tanzania,19,NA,5426
155328,Fis-114767,Paratriacanthodes herrei,LC,unknown,am,202,Tanzania,19,NA,5426
155329,Fis-130876,Ophichthus altipennis,LC,unknown,am,202,Tanzania,23,NA,5426
155330,Fis-25119,Pomadasys maculatus,LC,unknown,am,202,Tanzania,25,NA,5426
158628,Fis-165214,Nectamia zebrinus,LC,unknown,am,202,Tanzania,23,NA,5426
162500,SLB-96011,Sepiella inermis,DD,NA,am,202,Tanzania,26,NA,5426
162504,W-Msc-181376,Sepia pharaonis,DD,NA,am,202,Tanzania,26,NA,5426
162505,SLB-71265,Sepia latimanus,DD,NA,am,202,Tanzania,23,NA,5426
162509,SLB-71311,Sepia trygonina,LC,unknown,am,202,Tanzania,27,NA,5426
162556,W-Msc-220309,Sepia prashadi,LC,unknown,am,202,Tanzania,26,NA,5426
162581,W-Msc-342124,Sepia confusa,DD,NA,am,202,Tanzania,25,NA,5426
162587,W-Msc-141548,Spirula spirula,LC,unknown,am,202,Tanzania,33,NA,5426
162638,W-Msc-342107,Sepia acuminata,DD,NA,am,202,Tanzania,26,NA,5426
162644,W-Msc-141446,Heteroteuthis dispar,DD,NA,am,202,Tanzania,65,NA,5426
162645,SLB-71297,Sepia savignyi,DD,NA,am,202,Tanzania,23,NA,5426
162648,W-Msc-342213,Sepiella cyanea,DD,NA,am,202,Tanzania,2,NA,5426
162650,SLB-71262,Sepia joubini,DD,NA,am,202,Tanzania,2,NA,5426
162655,SLB-71237,Sepia burnupi,DD,NA,am,202,Tanzania,12,NA,5426
162658,W-Msc-342140,Sepia incerta,DD,NA,am,202,Tanzania,8,NA,5426
162672,SLB-71357,Inioteuthis maculosa,LC,unknown,am,202,Tanzania,28,NA,5426
162678,SLB-71300,Sepia sewelli,DD,NA,am,202,Tanzania,20,NA,5426
162687,W-Msc-342187,Sepia zanzibarica,DD,NA,am,202,Tanzania,25,NA,5426
162899,SLB-70958,Amphitretus pelagicus,LC,unknown,am,202,Tanzania,40,NA,5426
162909,SLB-71435,Egea inermis,LC,unknown,am,202,Tanzania,46,NA,5426
162910,SLB-71429,Chtenopteryx sicula,DD,NA,am,202,Tanzania,92,NA,5426
162941,W-Msc-181386,Cranchia scabra,LC,unknown,am,202,Tanzania,100,NA,5426
162948,SLB-71450,Liguriella podophthalma,DD,NA,am,202,Tanzania,83,NA,5426
162961,W-Msc-196598,Joubiniteuthis portieri,LC,unknown,am,202,Tanzania,84,NA,5426
162986,W-Msc-138849,Japetella diaphana,LC,unknown,am,202,Tanzania,92,NA,5426
162988,W-Msc-141962,Vitreledonella richardi,LC,unknown,am,202,Tanzania,31,NA,5426
163050,W-Msc-138747,Ancistrocheirus lesueuri,LC,unknown,am,202,Tanzania,100,NA,5426
163067,W-Msc-342386,Sandalops melancholicus,DD,NA,am,202,Tanzania,46,NA,5426
163071,W-Msc-220322,Ornithoteuthis volatilis,LC,unknown,am,202,Tanzania,95,NA,5426
163073,W-Msc-140111,Histioteuthis bonnellii,LC,unknown,am,202,Tanzania,46,NA,5426
163080,W-Msc-138803,Argonauta argo,LC,unknown,am,202,Tanzania,26,NA,5426
163152,W-Msc-342066,Sthenoteuthis oualaniensis,LC,unknown,am,202,Tanzania,31,NA,5426
163163,W-Msc-181382,Ommastrephes bartramii,LC,unknown,am,202,Tanzania,36,NA,5426
163207,SLB-70957,Haliphron atlanticus,LC,unknown,am,202,Tanzania,100,NA,5426
163211,W-Msc-215276,Argonauta hians,LC,unknown,am,202,Tanzania,34,NA,5426
163218,W-Msc-341818,Liocranchia reinhardti,LC,unknown,am,202,Tanzania,100,NA,5426
163228,W-Msc-141680,Thysanoteuthis rhombus,LC,unknown,am,202,Tanzania,60,NA,5426
163255,W-Msc-342303,Enoploteuthis reticulata,LC,unknown,am,202,Tanzania,1,NA,5426
163256,SLB-71465,Discoteuthis discus,LC,unknown,am,202,Tanzania,30,NA,5426
163267,W-Msc-140609,Taningia danae,LC,unknown,am,202,Tanzania,90,NA,5426
163276,SLB-71462,Teuthowenia pellucida,LC,unknown,am,202,Tanzania,38,NA,5426
163294,W-Msc-342337,Hyaloteuthis pelagica,LC,unknown,am,202,Tanzania,39,NA,5426
163312,W-Msc-157017,Bolitaena pygmaea,LC,unknown,am,202,Tanzania,29,NA,5426
163338,W-Msc-139422,Bathothauma lyromma,LC,unknown,am,202,Tanzania,46,NA,5426
163347,W-Msc-181379,Octopoteuthis sicula,DD,NA,am,202,Tanzania,92,NA,5426
163353,W-Msc-157031,Pyroteuthis margaritifera,LC,unknown,am,202,Tanzania,98,NA,5426
163375,W-Msc-140649,Onychoteuthis banksii,DD,NA,am,202,Tanzania,30,NA,5426
166077,Fis-26815,Eleotris fusca,LC,stable,am,202,Tanzania,23,NA,5426
166189,Fis-29637,Anguilla marmorata,LC,unknown,am,202,Tanzania,28,NA,5426
166446,Fis-23378,Arius arius,LC,unknown,am,202,Tanzania,23,NA,5426
166470,Fis-165718,Liza tade,DD,NA,am,202,Tanzania,23,NA,5426
166533,Fis-25344,Glossogobius giuris,LC,unknown,am,202,Tanzania,23,NA,5426
166552,Fis-26830,Pisodonophis boro,LC,unknown,am,202,Tanzania,23,NA,5426
166575,Fis-25132,Gazza minuta,LC,unknown,am,202,Tanzania,26,NA,5426
166856,Fis-7579,Chelon macrolepis,LC,stable,am,202,Tanzania,23,NA,5426
166879,Fis-144537,Gerres limbatus,LC,unknown,am,202,Tanzania,23,NA,5426
166881,Fis-151217,Ambassis ambassis,LC,unknown,am,202,Tanzania,23,NA,5426
166892,Fis-25129,Terapon jarbua,LC,unknown,am,202,Tanzania,26,NA,5426
166894,Fis-8951,Anguilla bicolor,NT,unknown,am,202,Tanzania,23,NA,5426
166897,Fis-30982,Gerres filamentosus,LC,unknown,am,202,Tanzania,23,NA,5426
166900,Fis-26961,Hyporhamphus limbatus,LC,stable,am,202,Tanzania,23,NA,5426
166919,Fis-25941,Gerres oyena,LC,unknown,am,202,Tanzania,23,NA,5426
166990,Fis-25371,Boleophthalmus boddarti,LC,unknown,am,202,Tanzania,23,NA,5426
167010,Fis-27587,Oxyurichthys tentacularis,DD,NA,am,202,Tanzania,23,NA,5426
169587,Fis-30346,Nematalosa galatheae,LC,stable,am,202,Tanzania,21,NA,5426
169632,Fis-159802,Plicofollis dussumieri,LC,stable,am,202,Tanzania,22,NA,5426
170282,Fis-59296,Spicara australis,LC,unknown,am,202,Tanzania,94,NA,5426
170350,Fis-29358,Coryphaena equiselis,LC,stable,am,202,Tanzania,100,NA,5426
172321,Fis-25324,Ambassis gymnocephalus,LC,unknown,am,202,Tanzania,23,NA,5426
172393,Fis-31253,Ambassis interrupta,LC,unknown,am,202,Tanzania,23,NA,5426
172404,Fis-22934,Pomadasys argenteus,LC,stable,am,202,Tanzania,26,NA,5426
172415,Fis-33712,Ambassis dussumieri,LC,unknown,am,202,Tanzania,23,NA,5426
172443,Fis-26425,Bathygobius fuscus,LC,stable,am,202,Tanzania,23,NA,5426
172468,Fis-28211,Ichthyocampus carce,LC,unknown,am,202,Tanzania,15,NA,5426
172469,Fis-26669,Hippichthys penicillus,LC,unknown,am,202,Tanzania,23,NA,5426
172495,Fis-22896,Lutjanus johnii,LC,unknown,am,202,Tanzania,25,NA,5426
172497,Fis-27428,Zenarchopterus dispar,LC,unknown,am,202,Tanzania,23,NA,5426
176066,SLB-71422,Chiroteuthis veranyi,LC,unknown,am,202,Tanzania,92,NA,5426
176079,W-Msc-341869,Stigmatoteuthis dofleini,LC,unknown,am,202,Tanzania,25,NA,5426
176088,W-Msc-141097,Pterygioteuthis giardi,LC,unknown,am,202,Tanzania,29,NA,5426
178912,Fis-27038,Helcogramma ellioti,LC,unknown,am,202,Tanzania,23,NA,5426
178916,Fis-161808,Helcogramma alkamr,LC,unknown,am,202,Tanzania,22,NA,5426
178932,Fis-114251,Enneapterygius tutuilae,LC,unknown,am,202,Tanzania,23,NA,5426
178943,Fis-26823,Pavoclinus laurentii,LC,unknown,am,202,Tanzania,16,NA,5426
178952,Fis-59703,Clinus woodi,LC,unknown,am,202,Tanzania,23,NA,5426
178958,Fis-50590,Enneapterygius ventermaculus,LC,stable,am,202,Tanzania,23,NA,5426
178967,Fis-57961,Enneapterygius obscurus,LC,unknown,am,202,Tanzania,19,NA,5426
178973,Fis-161811,Helcogramma rharhabe,LC,stable,am,202,Tanzania,23,NA,5426
178981,Fis-59870,Helcogramma obtusirostris,LC,unknown,am,202,Tanzania,23,NA,5426
178992,Fis-29090,Norfolkia brachylepis,LC,stable,am,202,Tanzania,23,NA,5426
179016,Fis-59708,Pavoclinus graminis,LC,unknown,am,202,Tanzania,13,NA,5426
179044,Fis-32870,Helcogramma fuscopinna,LC,unknown,am,202,Tanzania,23,NA,5426
179045,Fis-50588,Enneapterygius pusillus,LC,stable,am,202,Tanzania,23,NA,5426
179049,Fis-54044,Springeratus xanthosoma,LC,unknown,am,202,Tanzania,19,NA,5426
179066,Fis-158534,Enneapterygius gruschkai,LC,unknown,am,202,Tanzania,4,NA,5426
179080,Fis-50579,Enneapterygius clarkae,LC,unknown,am,202,Tanzania,23,NA,5426
179085,Fis-121783,Enneapterygius philippinus,LC,unknown,am,202,Tanzania,23,NA,5426
179102,Fis-50584,Enneapterygius elegans,LC,unknown,am,202,Tanzania,23,NA,5426
179109,Fis-32866,Helcogramma chica,LC,unknown,am,202,Tanzania,23,NA,5426
181547,Fis-58490,Microphis brachyurus,LC,unknown,am,202,Tanzania,23,NA,5426
183155,Fis-23366,Anguilla mossambica,LC,unknown,am,202,Tanzania,23,NA,5426
183158,Fis-26659,Kuhlia rupestris,LC,stable,am,202,Tanzania,23,NA,5426
183159,Fis-4273,Aphanius dispar,LC,stable,am,202,Tanzania,23,NA,5426
183776,Fis-23550,Hirundichthys rondeletii,LC,unknown,am,202,Tanzania,100,NA,5426
183868,Fis-31244,Prognichthys sealei,LC,unknown,am,202,Tanzania,100,NA,5426
184055,Fis-31614,Doryrhamphus excisus ssp. excisus,LC,unknown,am,202,Tanzania,23,NA,5426
184056,Fis-54081,Sardinops sagax ssp. sagax,LC,unknown,am,202,Tanzania,26,NA,5426
184812,W-Msc-215140,Telescopium telescopium,LC,unknown,am,202,Tanzania,23,NA,5426
185933,Fis-167323,Zapogon evermanni,LC,unknown,am,202,Tanzania,24,NA,5426
186088,Fis-27751,Oxyurichthys ophthalmonema,LC,unknown,am,202,Tanzania,23,NA,5426
186089,Fis-27597,Stenogobius gymnopomus,LC,unknown,am,202,Tanzania,14,NA,5426
187935,Fis-25342,Terapon theraps,LC,unknown,am,202,Tanzania,23,NA,5426
188101,Fis-27612,Ophiocara porocephala,LC,stable,am,202,Tanzania,23,NA,5426
189314,SLB-92983,Cerithium coralium,LC,unknown,am,202,Tanzania,23,NA,5426
189818,Fis-48224,Lestidiops jayakari,LC,unknown,am,202,Tanzania,98,NA,5426
190064,Fis-31213,Chaunax pictus,LC,unknown,am,202,Tanzania,23,NA,5426
190067,Fis-29877,Cryptopsaras couesii,LC,unknown,am,202,Tanzania,100,NA,5426
190070,Fis-23749,Pseudocaranx dentex,LC,unknown,am,202,Tanzania,26,NA,5426
190071,Fis-23432,Channomuraena vittata,LC,unknown,am,202,Tanzania,26,NA,5426
190073,Fis-24539,Desmodema polystictum,LC,unknown,am,202,Tanzania,100,NA,5426
190080,Fis-24931,Remora osteochir,LC,stable,am,202,Tanzania,100,NA,5426
190087,Fis-27737,Pollichthys mauli,LC,unknown,am,202,Tanzania,94,NA,5426
190090,Fis-30742,Trichiurus lepturus,LC,stable,am,202,Tanzania,28,NA,5426
190093,Fis-25410,Malacocephalus laevis,LC,unknown,am,202,Tanzania,23,NA,5426
190099,Fis-33799,Lestidium atlanticum,LC,unknown,am,202,Tanzania,98,NA,5426
190107,Fis-24609,Eumecichthys fiski,LC,unknown,am,202,Tanzania,92,NA,5426
190117,Fis-23106,Decapterus macarellus,LC,unknown,am,202,Tanzania,28,NA,5426
190118,Fis-29291,Argyropelecus affinis,LC,unknown,am,202,Tanzania,100,NA,5426
190123,Fis-26644,Cheilopogon cyanopterus,LC,unknown,am,202,Tanzania,100,NA,5426
190133,Fis-23454,Cyclothone microdon,LC,stable,am,202,Tanzania,92,NA,5426
190137,Fis-27276,Diretmichthys parini,LC,unknown,am,202,Tanzania,100,NA,5426
190145,Fis-33796,Sternoptyx pseudobscura,LC,unknown,am,202,Tanzania,86,NA,5426
190149,Fis-33790,Malacosteus niger,LC,unknown,am,202,Tanzania,91,NA,5426
190157,Fis-49079,Lophodolos acanthognathus,LC,unknown,am,202,Tanzania,85,NA,5426
190164,Fis-22187,Decapterus tabl,LC,stable,am,202,Tanzania,29,NA,5426
190169,Fis-33234,Asquamiceps caeruleus,LC,unknown,am,202,Tanzania,100,NA,5426
190180,Fis-32361,Gigantura indica,LC,unknown,am,202,Tanzania,99,NA,5426
190183,Fis-24676,Histrio histrio,LC,stable,am,202,Tanzania,23,NA,5426
190190,Fis-24927,Rachycentron canadum,LC,unknown,am,202,Tanzania,33,NA,5426
190197,Fis-35155,Diaphus mollis,LC,stable,am,202,Tanzania,98,NA,5426
190198,Fis-28101,Talismania antillarum,LC,unknown,am,202,Tanzania,91,NA,5426
190201,Fis-33095,Acanthonus armatus,LC,unknown,am,202,Tanzania,82,NA,5426
190207,Fis-30248,Lophotus lacepede,LC,unknown,am,202,Tanzania,100,NA,5426
190214,Fis-30349,Nemichthys scolopaceus,LC,unknown,am,202,Tanzania,94,NA,5426
190217,Fis-34615,Platytroctes apus,LC,unknown,am,202,Tanzania,91,NA,5426
190231,Fis-145097,Robinsia catherinae,LC,unknown,am,202,Tanzania,19,NA,5426
190232,Fis-26373,Taaningichthys bathyphilus,LC,unknown,am,202,Tanzania,90,NA,5426
190255,Fis-24518,Cookeolus japonicus,LC,unknown,am,202,Tanzania,26,NA,5426
190260,Fis-33148,Cetostoma regani,DD,NA,am,202,Tanzania,100,NA,5426
190261,Fis-25178,Notolychnus valdiviae,LC,stable,am,202,Tanzania,98,NA,5426
190264,Fis-34410,Rouleina maderensis,LC,unknown,am,202,Tanzania,74,NA,5426
190278,Fis-50449,Dolopichthys longicornis,LC,unknown,am,202,Tanzania,81,NA,5426
190279,Fis-22935,Pomatomus saltatrix,VU,decreasing,am,202,Tanzania,100,NA,5426
190287,Fis-23582,Lepidocybium flavobrunneum,LC,unknown,am,202,Tanzania,23,NA,5426
190292,Fis-23551,Hirundichthys speculiger,LC,unknown,am,202,Tanzania,62,NA,5426
190298,Fis-34206,Photostylus pycnopterus,LC,unknown,am,202,Tanzania,87,NA,5426
190300,Fis-52356,Cyclothone alba,LC,stable,am,202,Tanzania,98,NA,5426
190311,Fis-139575,Nannobrachium lineatum,LC,unknown,am,202,Tanzania,97,NA,5426
190315,Fis-64212,Serrivomer beanii,LC,unknown,am,202,Tanzania,100,NA,5426
190316,Fis-49922,Scopelarchus analis,LC,unknown,am,202,Tanzania,100,NA,5426
190317,Fis-28239,Bolinichthys photothorax,LC,stable,am,202,Tanzania,98,NA,5426
190321,Fis-33845,Diaphus garmani,LC,unknown,am,202,Tanzania,100,NA,5426
190324,Fis-29801,Chauliodus sloani,LC,unknown,am,202,Tanzania,92,NA,5426
190332,Fis-24479,Canthidermis sufflamen,LC,stable,am,202,Tanzania,24,NA,5426
190334,Fis-27311,Bathytyphlops sewelli,LC,unknown,am,202,Tanzania,47,NA,5426
190341,Fis-131546,Acanthochaenus luetkenii,LC,unknown,am,202,Tanzania,75,NA,5426
