iucn_sid,am_sid,sciname,cat_code,pop_trend,spatial_source,rgn_id,rgn_name,n_cells,presence,n_spp_rgn
NA,Fis-32283,Gymnothorax melatremus,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-32284,Gymnothorax monochrous,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-32286,Uropterygius xanthopterus,NE,NA,am,202,Tanzania,21,NA,5426
NA,Fis-150192,Scolecenchelys gymnota,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-146627,Scolecenchelys macroptera,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-32289,Muraenichthys schultzei,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-32290,Synodus binotatus,NE,NA,am,202,Tanzania,26,NA,5426
NA,Fis-163998,Antennarius commerson,NE,NA,am,202,Tanzania,24,NA,5426
NA,Fis-166692,Antennatus dorehensis,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-32293,Brotula multibarbata,NE,NA,am,202,Tanzania,30,NA,5426
NA,Fis-32294,Brosmophyciops pautzkei,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-32295,Dinematichthys iluocoeteoides,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-26472,Pomadasys striatus,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-32298,Myripristis kuntee,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-32301,Myripristis violacea,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-26475,Neoniphon argenteus,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-26476,Sargocentron tiereoides,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-162326,Sigmops elongatus,CR,NA,am,202,Tanzania,98,NA,5426
NA,Fis-162326,Sigmops elongatus,DD,NA,am,202,Tanzania,98,NA,5426
NA,Fis-162326,Sigmops elongatus,EN,NA,am,202,Tanzania,98,NA,5426
NA,Fis-32333,Astronesthes lucifer,NE,NA,am,202,Tanzania,8,NA,5426
NA,Fis-26529,Bolinichthys longipes,NE,NA,am,202,Tanzania,98,NA,5426
NA,Fis-32345,Lampanyctus steinbecki,NE,NA,am,202,Tanzania,94,NA,5426
NA,Fis-26535,Triphoturus nigrescens,NE,NA,am,202,Tanzania,94,NA,5426
NA,Fis-26536,Benthosema fibulatum,NE,NA,am,202,Tanzania,100,NA,5426
NA,Fis-26540,Idiolychnus urolampus,NE,NA,am,202,Tanzania,22,NA,5426
NA,Fis-32358,Diaphus phillipsi,NE,NA,am,202,Tanzania,82,NA,5426
NA,Fis-26544,Chilorhinus platyrhynchus,NE,NA,am,202,Tanzania,17,NA,5426
NA,Fis-13941,Scuticaria tigrina,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-26546,Enchelycore pardalis,NE,NA,am,202,Tanzania,24,NA,5426
NA,Fis-32366,Gymnothorax berndti,NE,NA,am,202,Tanzania,22,NA,5426
NA,Fis-26553,Gymnothorax nudivomer,NE,NA,am,202,Tanzania,26,NA,5426
NA,Fis-32374,Phyllophichthus xenodontus,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-26555,Schultzidia johnstonensis,NE,NA,am,202,Tanzania,14,NA,5426
NA,Fis-26556,Leiuranus semicinctus,NE,NA,am,202,Tanzania,24,NA,5426
NA,Fis-32376,Ophichthus polyophthalmus,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-32380,Periophthalmus argentilineatus,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-32382,Periophthalmus kalolo,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-26559,Scartelaos histophorus,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-55465,Paraplagusia blochii,NE,NA,am,202,Tanzania,25,NA,5426
NA,Fis-13833,Gymnothorax herrei,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-32387,Nettastoma solitarium,NE,NA,am,202,Tanzania,19,NA,5426
NA,Fis-26569,Cheilopogon atrisignis,NE,NA,am,202,Tanzania,100,NA,5426
NA,Fis-170382,Lophiodes triradiatus,NE,NA,am,202,Tanzania,29,NA,5426
NA,Fis-26572,Lophiodes mutilus,NE,NA,am,202,Tanzania,22,NA,5426
NA,Fis-26573,Lophiomus setigerus,NE,NA,am,202,Tanzania,28,NA,5426
NA,Fis-26604,Uroconger lepturus,NE,NA,am,202,Tanzania,29,NA,5426
NA,Fis-32434,Gavialiceps taeniola,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-32435,Alepocephalus bicolor,NE,NA,am,202,Tanzania,22,NA,5426
NA,Fis-9681,Malthopsis lutea,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-32456,Halimochirurgus alcocki,NE,NA,am,202,Tanzania,20,NA,5426
NA,Fis-26615,Plectorhinchus flavomaculatus,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-26616,Plectorhinchus sordidus,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-32458,Hoplobrotula gnathopus,NE,NA,am,202,Tanzania,8,NA,5426
NA,Fis-32461,Melichthys indicus,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-26620,Arnoglossus dalgleishi,NE,NA,am,202,Tanzania,24,NA,5426
NA,Fis-26623,Crossorhombus valderostratus,NE,NA,am,202,Tanzania,24,NA,5426
NA,Fis-32465,Laeops nigromaculatus,NE,NA,am,202,Tanzania,20,NA,5426
NA,Fis-26625,Laeops pectoralis,NE,NA,am,202,Tanzania,20,NA,5426
NA,Fis-26626,Branchiostegus doliatus,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-26627,Cynoglossus kopsii,NE,NA,am,202,Tanzania,24,NA,5426
NA,Fis-32467,Branchiostegus sawakinensis,NE,NA,am,202,Tanzania,24,NA,5426
NA,Fis-32468,Callionymus marleyi,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-26629,Cynoglossus monopus,NE,NA,am,202,Tanzania,20,NA,5426
NA,Fis-32469,Psenopsis obscura,NE,NA,am,202,Tanzania,22,NA,5426
NA,Fis-32472,Chlorophthalmus punctatus,NE,NA,am,202,Tanzania,92,NA,5426
NA,Fis-9837,Citharoides macrolepis,NE,NA,am,202,Tanzania,19,NA,5426
NA,Fis-26633,Ariosoma mauritianum,NE,NA,am,202,Tanzania,21,NA,5426
NA,Fis-26634,Ariosoma scheelei,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-32485,Coloconger scholesi,NE,NA,am,202,Tanzania,22,NA,5426
NA,Fis-26635,Conger wilsoni,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-57999,Bathycongrus wallacei,NE,NA,am,202,Tanzania,20,NA,5426
NA,Fis-32487,Cynoglossus attenuatus,NE,NA,am,202,Tanzania,14,NA,5426
NA,Fis-32491,Cynoglossus lachneri,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-32493,Cynoglossus zanzibarensis,NE,NA,am,202,Tanzania,18,NA,5426
NA,Fis-32494,Symphurus ocellatus,NE,NA,am,202,Tanzania,20,NA,5426
NA,Fis-32495,Symphurus strictus,NE,NA,am,202,Tanzania,21,NA,5426
NA,Fis-53927,Drepane longimana,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-32496,Tripterodon orbis,NE,NA,am,202,Tanzania,20,NA,5426
NA,Fis-26646,Rexea prometheoides,NE,NA,am,202,Tanzania,22,NA,5426
NA,Fis-32497,Thyrsitoides marleyi,NE,NA,am,202,Tanzania,28,NA,5426
NA,Fis-26648,Plectorhinchus chubbi,NE,NA,am,202,Tanzania,20,NA,5426
NA,Fis-26649,Plectorhinchus gaterinus,NE,NA,am,202,Tanzania,21,NA,5426
NA,Fis-26650,Plectorhinchus playfairi,CR,NA,am,202,Tanzania,25,NA,5426
NA,Fis-26650,Plectorhinchus playfairi,DD,NA,am,202,Tanzania,25,NA,5426
NA,Fis-26650,Plectorhinchus playfairi,EN,NA,am,202,Tanzania,25,NA,5426
NA,Fis-26651,Plectorhinchus schotaf,NE,NA,am,202,Tanzania,25,NA,5426
NA,Fis-26652,Pomadasys furcatus,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-26654,Hemiramphus lutkei,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-26655,Hyporhamphus affinis,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-26656,Hyporhamphus capensis,NE,NA,am,202,Tanzania,16,NA,5426
NA,Fis-26658,Sargocentron praslin,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-26664,Bulbonaricus davaoensis,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-26666,Festucalex erythraeus,NE,NA,am,202,Tanzania,24,NA,5426
NA,Fis-26667,Cypselurus naresii,NE,NA,am,202,Tanzania,100,NA,5426
NA,Fis-26668,Hippichthys cyanospilos,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-26679,Leiognathus berbis,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-26685,Cyprinocirrhites polyactis,NE,NA,am,202,Tanzania,26,NA,5426
NA,Fis-26697,Johnius amblycephalus,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-32528,Gobiodon citrinus,CR,NA,am,202,Tanzania,23,NA,5426
NA,Fis-32528,Gobiodon citrinus,DD,NA,am,202,Tanzania,23,NA,5426
NA,Fis-32528,Gobiodon citrinus,EN,NA,am,202,Tanzania,23,NA,5426
NA,Fis-26701,Pterois miles,NE,NA,am,202,Tanzania,24,NA,5426
NA,Fis-32533,Dascyllus carneus,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-10199,Pseudanthias evansi,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-32537,Synchiropus stellatus,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-26716,Lactoria fornasini,NE,NA,am,202,Tanzania,26,NA,5426
NA,Fis-13660,Coelorinchus braueri,NE,NA,am,202,Tanzania,22,NA,5426
NA,Fis-32558,Ventrifossa divergens,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-26720,Stephanolepis auratus,NE,NA,am,202,Tanzania,24,NA,5426
NA,Fis-32562,Thamnaconus fajardoi,NE,NA,am,202,Tanzania,19,NA,5426
NA,Fis-26729,Liza alata,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-26731,Valamugil robustus,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-26733,Parapercis hexophtalma,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-32567,Parapercis robinsoni,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-26736,Uropterygius macrocephalus,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-62912,Parapercis schauinslandii,NE,NA,am,202,Tanzania,26,NA,5426
NA,Fis-26739,Caracanthus maculatus,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-26744,Gymnomuraena zebra,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-32568,Gymnothorax breedeni,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-26747,Gymnothorax phasmatodes,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-32569,Glyptophidium longipes,NE,NA,am,202,Tanzania,17,NA,5426
NA,Fis-32572,Histiopterus typus,NE,NA,am,202,Tanzania,27,NA,5426
NA,Fis-32573,Pentaceros capensis,NE,NA,am,202,Tanzania,20,NA,5426
NA,Fis-26751,Bembrops platyrhynchus,NE,NA,am,202,Tanzania,21,NA,5426
NA,Fis-26752,Papilloculiceps longiceps,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-26753,Sorsogona prionota,NE,NA,am,202,Tanzania,26,NA,5426
NA,Fis-26754,Marleyella bicolorata,NE,NA,am,202,Tanzania,24,NA,5426
NA,Fis-32575,Plotosus nkunga,NE,NA,am,202,Tanzania,22,NA,5426
NA,Fis-26755,Polydactylus plebeius,NE,NA,am,202,Tanzania,26,NA,5426
NA,Fis-26764,Scatophagus tetracanthus,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-150113,Parapterois heterura,NE,NA,am,202,Tanzania,24,NA,5426
NA,Fis-161848,Meganthias natalensis,NE,NA,am,202,Tanzania,20,NA,5426
NA,Fis-26770,Pardachirus morrowi,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-32585,Synaptura marginata,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-32588,Sphyraena flavicauda,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-32589,Sphyraena putnamae,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-32590,Sphyraena qenie,NE,NA,am,202,Tanzania,26,NA,5426
NA,Fis-26776,Synodus indicus,NE,NA,am,202,Tanzania,25,NA,5426
NA,Fis-26778,Pelates quadrilineatus,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-26779,Terapon puta,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-26780,Tentoriceps cristatus,NE,NA,am,202,Tanzania,24,NA,5426
NA,Fis-32593,Lepidotrigla faurei,NE,NA,am,202,Tanzania,14,NA,5426
NA,Fis-32594,Lepidotrigla multispinosa,NE,NA,am,202,Tanzania,18,NA,5426
NA,Fis-32595,Uranoscopus archionema,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-32598,Dasyatis thetidis,DD,NA,am,202,Tanzania,3,NA,5426
NA,Fis-32613,Pseudochromis natalensis,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-32623,Opistognathus muscatensis,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-32625,Pseudochromis dutoiti,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-26801,Acanthoplesiops indicus,CR,NA,am,202,Tanzania,23,NA,5426
NA,Fis-26801,Acanthoplesiops indicus,DD,NA,am,202,Tanzania,23,NA,5426
NA,Fis-26801,Acanthoplesiops indicus,EN,NA,am,202,Tanzania,23,NA,5426
NA,Fis-32626,Plesiops coeruleolineatus,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-147722,Sillaginopodys chondropus,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-32628,Apogon semiornatus,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-128107,Lepidamia multitaeniata,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-26802,Fowleria aurita,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-10405,Jaydia queketti,NE,NA,am,202,Tanzania,9,NA,5426
NA,Fis-10407,Apogonichthyoides nigripinnis,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-32635,Ambassis natalensis,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-32636,Amphiprion akallopisos,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-26803,Abudefduf sparoides,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-153814,Cubiceps whiteleggii,NE,NA,am,202,Tanzania,22,NA,5426
NA,Fis-26811,Oxyurichthys papuensis,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-26812,Drombus key,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-26817,Butis koilomatodon,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-26818,Hetereleotris zonata,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-26825,Ptarmus jubatus,NE,NA,am,202,Tanzania,18,NA,5426
NA,Fis-32644,Lepadichthys coccinotaenia,NE,NA,am,202,Tanzania,13,NA,5426
NA,Fis-32645,Moringua microchir,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-26827,Cirrhimuraena playfairii,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-26828,Myrichthys colubrinus,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-26829,Pisodonophis cancrivorus,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-26831,Ophichthus apicalis,NE,NA,am,202,Tanzania,20,NA,5426
NA,Fis-143429,Gymnothorax griseus,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-140737,Paramonacanthus frenatus,NE,NA,am,202,Tanzania,26,NA,5426
NA,Fis-26834,Tetrosomus concatenatus,NE,NA,am,202,Tanzania,24,NA,5426
NA,Fis-26838,Lophodiodon calori,NE,NA,am,202,Tanzania,26,NA,5426
NA,Fis-26844,Antennarius hispidus,NE,NA,am,202,Tanzania,26,NA,5426
NA,Fis-26845,Parapercis pulchella,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-32654,Gymnocranius elongatus,NE,NA,am,202,Tanzania,24,NA,5426
NA,Fis-32655,Halicmetus ruber,NE,NA,am,202,Tanzania,20,NA,5426
NA,Fis-26861,Strongylura incisa,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-128251,Pristotis obtusirostris,NE,NA,am,202,Tanzania,25,NA,5426
NA,Fis-32700,Plotosus canius,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-32707,Halieutaea fumosa,NE,NA,am,202,Tanzania,25,NA,5426
NA,Fis-26891,Monocentris japonica,CR,NA,am,202,Tanzania,26,NA,5426
NA,Fis-26891,Monocentris japonica,DD,NA,am,202,Tanzania,26,NA,5426
NA,Fis-26891,Monocentris japonica,EN,NA,am,202,Tanzania,26,NA,5426
NA,Fis-26894,Parapercis alboguttata,NE,NA,am,202,Tanzania,24,NA,5426
NA,Fis-26895,Pseudotriacanthus strigilifer,NE,NA,am,202,Tanzania,26,NA,5426
NA,Fis-26896,Rhynchostracion nasus,NE,NA,am,202,Tanzania,25,NA,5426
NA,Fis-32713,Zebrias quagga,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-26905,Neopomacentrus cyanomos,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-26907,Psammoperca waigiensis,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-170291,Jaydia lineata,NE,NA,am,202,Tanzania,24,NA,5426
NA,Fis-32734,Cynoglossus lingua,NE,NA,am,202,Tanzania,28,NA,5426
NA,Fis-124414,Dactyloptena macracantha,NE,NA,am,202,Tanzania,24,NA,5426
NA,Fis-26920,Ephippus orbis,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-26934,Hyporhamphus quoyi,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-32746,Pomacentrus tripunctatus,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-47151,Ostracion rhinorhynchos,NE,NA,am,202,Tanzania,21,NA,5426
NA,Fis-32754,Samaris cristatus,NE,NA,am,202,Tanzania,25,NA,5426
NA,Fis-32759,Synodus macrops,NE,NA,am,202,Tanzania,24,NA,5426
NA,Fis-26956,Chrysochir aureus,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-26958,Panna microdon,NE,NA,am,202,Tanzania,21,NA,5426
NA,Fis-26959,Paranibea semiluctuosa,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-10975,Brachirus orientalis,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-26963,Plectorhinchus pictus,NE,NA,am,202,Tanzania,25,NA,5426
NA,Fis-26965,Valamugil speigleri,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-150744,Liachirus melanospilos,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-32814,Bregmaceros mcclellandi,NE,NA,am,202,Tanzania,100,NA,5426
NA,Fis-11367,Coelorinchus acanthiger,NE,NA,am,202,Tanzania,13,NA,5426
NA,Fis-13667,Coelorinchus denticulatus,NE,NA,am,202,Tanzania,22,NA,5426
NA,Fis-11405,Coelorinchus karrerae,NE,NA,am,202,Tanzania,19,NA,5426
NA,Fis-27033,Rexea bengalensis,NE,NA,am,202,Tanzania,8,NA,5426
NA,Fis-32856,Sillago aeolus,NE,NA,am,202,Tanzania,24,NA,5426
NA,Fis-27046,Nezumia propinqua,NE,NA,am,202,Tanzania,19,NA,5426
NA,Fis-32900,Benthodesmus tuckeri,NE,NA,am,202,Tanzania,16,NA,5426
NA,Fis-32902,Samariscus triocellatus,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-149729,Ostorhinchus moluccensis,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-128236,Fowleria vaiulae,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-32915,Neamia octospina,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-27070,Strophidon sathete,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-32954,Trichiurus auriga,NE,NA,am,202,Tanzania,17,NA,5426
NA,Fis-144080,Ventrifossa petersonii,NE,NA,am,202,Tanzania,17,NA,5426
NA,Fis-27214,Neolaeops microphthalmus,NE,NA,am,202,Tanzania,19,NA,5426
NA,Fis-27215,Psettina brevirictis,NE,NA,am,202,Tanzania,24,NA,5426
NA,Fis-33065,Poecilopsetta natalensis,NE,NA,am,202,Tanzania,20,NA,5426
NA,Fis-27217,Cynoglossus capensis,NE,NA,am,202,Tanzania,14,NA,5426
NA,Fis-27219,Pardachirus marmoratus,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-33096,Brotulotaenia brevicauda,NE,NA,am,202,Tanzania,100,NA,5426
NA,Fis-33097,Brotulotaenia crassa,NE,NA,am,202,Tanzania,86,NA,5426
NA,Fis-27248,Zebrias zebra,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-27268,Chlopsis dentatus,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-27270,Eutaeniophorus festivus,NE,NA,am,202,Tanzania,100,NA,5426
NA,Fis-27301,Avocettina acuticeps,NE,NA,am,202,Tanzania,84,NA,5426
NA,Fis-33180,Labichthys carinatus,NE,NA,am,202,Tanzania,74,NA,5426
NA,Fis-33196,Zenion longipinnis,NE,NA,am,202,Tanzania,21,NA,5426
NA,Fis-27333,Encheliophis gracilis,NE,NA,am,202,Tanzania,24,NA,5426
NA,Fis-165216,Ostorhinchus cookii,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-27352,Antennarius maculatus,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-33699,Chaunax penicillatus,NE,NA,am,202,Tanzania,22,NA,5426
NA,Fis-27541,Pomadasys guoraca,NE,NA,am,202,Tanzania,25,NA,5426
NA,Fis-33719,Priacanthus prolixus,NE,NA,am,202,Tanzania,7,NA,5426
NA,Fis-27550,Caffrogobius caffer,NE,NA,am,202,Tanzania,14,NA,5426
NA,Fis-61217,Caffrogobius gilchristi,NE,NA,am,202,Tanzania,21,NA,5426
NA,Fis-27552,Caffrogobius natalensis,NE,NA,am,202,Tanzania,18,NA,5426
NA,Fis-27565,Drombus triangularis,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-19471,Gobiodon rivulatus,NE,NA,am,202,Tanzania,25,NA,5426
NA,Fis-27577,Hemiramphus marginatus,NE,NA,am,202,Tanzania,26,NA,5426
NA,Fis-27582,Coryogalops william,NE,NA,am,202,Tanzania,7,NA,5426
NA,Fis-33744,Silhouettea insinuans,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-33773,Parabembras robinsoni,NE,NA,am,202,Tanzania,21,NA,5426
NA,Fis-33792,Gymnothorax reticularis,NE,NA,am,202,Tanzania,21,NA,5426
NA,Fis-33802,Neoscopelus microchir,NE,NA,am,202,Tanzania,92,NA,5426
NA,Fis-33812,Cubiceps baxteri,NE,NA,am,202,Tanzania,100,NA,5426
NA,Fis-33820,Astronesthes martensii,NE,NA,am,202,Tanzania,100,NA,5426
NA,Fis-27717,Pseudechidna brummeri,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-27718,Uropterygius micropterus,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-27719,Netuma thalassina,NE,NA,am,202,Tanzania,24,NA,5426
NA,Fis-33826,Encheliophis vermicularis,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-27721,Neopomacentrus azysron,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-33828,Nettastoma parviceps,NE,NA,am,202,Tanzania,30,NA,5426
NA,Fis-120669,Notacanthus sexspinis,NE,NA,am,202,Tanzania,24,NA,5426
NA,Fis-27727,Nansenia macrolepis,CR,NA,am,202,Tanzania,100,NA,5426
NA,Fis-27727,Nansenia macrolepis,DD,NA,am,202,Tanzania,100,NA,5426
NA,Fis-27727,Nansenia macrolepis,EN,NA,am,202,Tanzania,100,NA,5426
NA,Fis-33833,Lepidion natalensis,NE,NA,am,202,Tanzania,17,NA,5426
NA,Fis-33840,Neobythites analis,NE,NA,am,202,Tanzania,37,NA,5426
NA,Fis-27734,Chatrabus melanurus,NE,NA,am,202,Tanzania,14,NA,5426
NA,Fis-27735,Halieutaea fitzsimonsi,NE,NA,am,202,Tanzania,25,NA,5426
NA,Fis-33843,Stomias nebulosus,NE,NA,am,202,Tanzania,90,NA,5426
NA,Fis-33846,Diaphus signatus,NE,NA,am,202,Tanzania,92,NA,5426
NA,Fis-33847,Diaphus watasei,NE,NA,am,202,Tanzania,41,NA,5426
NA,Fis-27741,Stemonosudis elegans,NE,NA,am,202,Tanzania,99,NA,5426
NA,Fis-33850,Polymixia berndti,NE,NA,am,202,Tanzania,28,NA,5426
NA,Fis-27743,Antennarius pictus,NE,NA,am,202,Tanzania,24,NA,5426
NA,Fis-33856,Velifer hypselopterus,NE,NA,am,202,Tanzania,24,NA,5426
NA,Fis-165311,Ostorhinchus apogonoides,NE,NA,am,202,Tanzania,24,NA,5426
NA,Fis-27752,Atrophacanthus japonicus,NE,NA,am,202,Tanzania,88,NA,5426
NA,Fis-33861,Triacanthodes ethiops,NE,NA,am,202,Tanzania,27,NA,5426
NA,Fis-33862,Tydemania navigatoris,NE,NA,am,202,Tanzania,27,NA,5426
NA,Fis-27755,Cyclichthys spilostylus,NE,NA,am,202,Tanzania,26,NA,5426
NA,Fis-21571,Grammoplites scaber,NE,NA,am,202,Tanzania,24,NA,5426
NA,Fis-27759,Sorsogona tuberculata,NE,NA,am,202,Tanzania,25,NA,5426
NA,Fis-27768,Astronesthes cyaneus,NE,NA,am,202,Tanzania,93,NA,5426
NA,Fis-27769,Photonectes albipennis,NE,NA,am,202,Tanzania,93,NA,5426
NA,Fis-27770,Diaphus coeruleus,NE,NA,am,202,Tanzania,89,NA,5426
NA,Fis-33870,Halieutaea indica,NE,NA,am,202,Tanzania,25,NA,5426
NA,Fis-27774,Suggrundus macracanthus,NE,NA,am,202,Tanzania,26,NA,5426
NA,Fis-27776,Synagrops philippinensis,NE,NA,am,202,Tanzania,18,NA,5426
NA,Fis-27779,Johnius macropterus,NE,NA,am,202,Tanzania,19,NA,5426
NA,Fis-115746,Champsodon nudivittis,NE,NA,am,202,Tanzania,100,NA,5426
NA,Fis-33887,Scombrops boops,NE,NA,am,202,Tanzania,27,NA,5426
NA,Fis-33892,Lepidotrigla spiloptera,NE,NA,am,202,Tanzania,24,NA,5426
NA,Fis-27784,Argyrosomus amoyensis,NE,NA,am,202,Tanzania,14,NA,5426
NA,Fis-27791,Setarches longimanus,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-33916,Saurida wanieso,NE,NA,am,202,Tanzania,26,NA,5426
NA,Fis-27823,Ariomma brevimanum,NE,NA,am,202,Tanzania,17,NA,5426
NA,Fis-27830,Sirembo jerdoni,NE,NA,am,202,Tanzania,26,NA,5426
NA,Fis-27834,Inimicus sinensis,NE,NA,am,202,Tanzania,26,NA,5426
NA,Fis-34014,Platax batavianus,NE,NA,am,202,Tanzania,23,NA,5426
NA,Fis-27841,Bathycongrus guttulatus,NE,NA,am,202,Tanzania,25,NA,5426
NA,Fis-34033,Macrorhamphosodes platycheilus,NE,NA,am,202,Tanzania,27,NA,5426
NA,Fis-34039,Poecilopsetta colorata,NE,NA,am,202,Tanzania,22,NA,5426
NA,Fis-34040,Poecilopsetta praelonga,NE,NA,am,202,Tanzania,22,NA,5426
